duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
20149205,19983794,19988271,19983794,19988271,20000000,20000000,0,0,0.198519,9.92595,160934,19822860,6716401.666667,11400000,19983794,20000000,19983794,0,19822860,19800000,19822860,0,FT
20207757,20045159,20048713,20045159,20048713,20000000,20000000,0,0,0.197944,9.897189,159044,19886115,6735919,11400000,20045159,20000000,20045159,0,19886115,19900000,19886115,0,FT
145701,-1,-1,-1,-1,0,0,0,0,13.726742,713.790571,145701,145701,145701,0,-1,0,-1,0,-1,0,-1,0,FT
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
137722,-1,-1,-1,-1,0,0,0,0,14.522008,711.578397,137722,137722,137722,0,-1,0,-1,0,-1,0,-1,0,FT
45,-1,-1,-1,-1,0,0,0,0,44444.444444,2333333.333333,45,45,45,0,-1,0,-1,0,-1,0,-1,0,FT
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
20140647,57,47,9545357,9403150,1667287.75,1177032.058824,3595348.696902,2927226.287402,1.539176,476.449441,47,9269956,671354.9,2233556.521679,9171583,10000000,10835870,1176828.62354,8456386,8863171,9269956,575280.863969,FT
4811361,134,483438,4496404,4289207,1603771.666667,2386322.5,2510028.170409,2691085.067529,1.45489,83.344401,46,4013146,801893.5,1584827.348595,4496584,4496584,4496584,0,4013146,4013146,4013146,0,FT
135159,-1,-1,-1,-1,0,0,0,0,14.797387,769.464113,135159,135159,135159,0,-1,0,-1,0,-1,0,-1,0,FT
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
341180,-1,-1,-1,-1,0,0,0,0,5.862008,278.445395,341180,341180,341180,0,-1,0,-1,0,-1,0,-1,0,FT
146305,-1,-1,-1,-1,0,0,0,0,13.670073,710.843785,146305,146305,146305,0,-1,0,-1,0,-1,0,-1,0,FT
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
20268402,19985403,19987626,19985403,19987626,20000000,20000000,0,0,0.197352,9.966252,280776,19704627,6756134,11200000,19985403,20000000,19985403,0,19704627,19700000,19704627,0,FT
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
159646,-1,-1,-1,-1,0,0,0,0,12.527718,651.441314,159646,159646,159646,0,-1,0,-1,0,-1,0,-1,0,FT
155029,-1,-1,-1,-1,0,0,0,0,12.900812,670.84223,155029,155029,155029,0,-1,0,-1,0,-1,0,-1,0,FT
148468,-1,-1,-1,-1,0,0,0,0,13.470916,700.487647,148468,148468,148468,0,-1,0,-1,0,-1,0,-1,0,FT
130700,-1,-1,-1,-1,0,0,0,0,15.302219,703.902066,130700,130700,130700,0,-1,0,-1,0,-1,0,-1,0,FT
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
2735,26,-1,2654,-1,683.75,0,1313.500127,0,1828.153565,1051188.299817,26,2654,683.75,1313.500127,-1,0,-1,0,-1,0,-1,0,FT
267422,-1,-1,-1,-1,0,0,0,0,7.478816,411.334894,267422,267422,267422,0,-1,0,-1,0,-1,0,-1,0,FT
20192854,19985818,19982741,19985818,19982741,20000000,20000000,0,0,0.19809,10.003539,207036,19775705,6730951.333333,11300000,19985818,20000000,19985818,0,19775705,19800000,19775705,0,FT
155695,-1,-1,-1,-1,0,0,0,0,12.845628,667.972639,155695,155695,155695,0,-1,0,-1,0,-1,0,-1,0,FT
20199550,20045259,20045502,20045259,20045502,20000000,20000000,0,0,0.198024,9.703186,154048,19891211,6733183.333333,11400000,20045259,20000000,20045259,0,19891211,19900000,19891211,0,FT
5149491,349,345182,4945871,4762964,1716486.333333,2554073,2798568.398664,3123843.610004,1.359358,77.871774,32,4601070,858248.5,1838320.38269,4946252,4946252,4946252,0,4601070,4601070,4601070,0,FT
3638730,1100755,1099984,2273061,2538746,1686908,1819365,828945.522225,1017358.366713,1.648927,87.393129,45,2273061,727746,916088.47405,2273106,2273106,2273106,0,2273061,2273061,2273061,0,FT
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,FT
14169606,13927916,13924965,13927916,13924965,13900000,13900000,0,0,0.282294,13.832424,241690,13683275,4723202,7759650.978046,13927916,13900000,13927916,0,13683275,13700000,13683275,0,FT
24175746,199,330621,13528250,13341211,3406484.571429,3973090,5374115.785288,5565304.872241,0.620457,37.930577,68,13194245,1726839,3956868.717064,8528281,11900000,15316844,4800238.931812,8381216,10800000,13194245,3403325.443947,FT
15661658,886,36,13628876,13628341,1305138.166667,1101084.071429,3882563.306833,3607820.529033,1.787806,118.889073,20,13384724,580061.407407,2561611.616062,15417915,15400000,15417915,0,13384724,13400000,13384724,0,FT
20126262,19987953,19990193,19987953,19990193,20000000,20000000,0,0,0.198745,10.036638,136069,19851884,6708754,11400000,19987953,20000000,19987953,0,19851884,19900000,19851884,0,FT
26893673,334,33,13620700,13865641,1079842.608696,1110439.916667,2763631.848595,2763702.617188,1.82199,109.319393,9,13620700,560284.854167,1956060.832381,13029449,13400000,13864224,590275.063264,1807400,7714050,13620700,8353264.538191,FT
29171466,70,72,10058786,10097612,457686.920635,536663.814815,1269407.028323,1366767.658336,4.079329,318.838964,13,10058708,247215.813559,937210.845453,10289232,13500000,16707957,4538723.974072,1717270,5887989,10058708,5898287.374647,FT
29684777,48,20,20462111,20475960,310862.189474,375393.871429,2139914.972615,2496356.941651,5.625779,1460.479221,1,20323091,178823.957831,1611799.39787,9069797,14800000,20462111,8055582.482806,4376020,12300000,20323091,11300000,FT
11461103,11227459,11227065,11227459,11227065,11200000,11200000,0,0,0.349007,17.450327,233644,10993421,3820367.666667,6212046.412491,11227459,11200000,11227459,0,10993421,11000000,10993421,0,FT
11163263,10987361,10987647,10987361,10987647,11000000,11000000,0,0,0.358318,17.915909,175616,10811745,3721087.666667,6140689.381862,10987361,11000000,10987361,0,10811745,10800000,10811745,0,FT
12648859,444,7167,10575716,10790089,903489.928571,1383370.777778,2786537.867631,3529227.093214,1.976463,135.980645,21,10575716,527035.791667,2143505.660077,12473793,12500000,12473793,0,10575716,10600000,10575716,0,FT
13296888,945,95420,10748255,11026489,949777.714286,1450682.111111,2823278.522929,3592171.730884,1.880139,128.07508,28,10748255,554037,2175406.311358,13059235,13100000,13059235,0,10748255,10700000,10748255,0,FT
29961273,15,31,10434561,10434485,325449.758242,408562.958904,1455663.601721,1606153.149207,5.540486,1326.74603,11,10434432,181583.472727,1073021.88244,2832833,7169761.75,10570662,3407266.975664,1315517,5744619.25,10434432,4505901.489551,FT
29745505,5,599,2613251,3052993,366187.287671,655712.977778,509613.395664,672131.514107,4.034223,1331.797863,5,2613251,249962.226891,407429.089429,2851701,5949101,10065464,2603898.736533,1285563,1847179.6,2613251,684838.114874,FT
30041743,14,42,3015497,3117924,426859.685714,678702.204545,636102.382967,718567.03763,3.861294,1176.962335,14,2743485,261232.547826,443011.915053,2922359,5963574.8,10470699,2786356.977572,1421941,1986047.8,2743485,649701.048714,FT
13557,-1,-1,-1,-1,0,0,0,0,147.525264,6786.16213,13557,13557,13557,0,-1,0,-1,0,-1,0,-1,0,FT
27867277,71,17,15559774,15586452,615232.96875,1260304.863636,2763890.1705,3400868.243738,2.009525,1410.79446,17,15451127,506677.763636,2175998.533453,1393596,5573455.4,16890458,6384733.04615,1393596,5209007.8,15451127,5784229.202328,FT
29436574,36,37,1364501,1899285,323478.835165,398624.219178,333042.211957,300373.505823,5.639243,712.039383,15,975575,178403.478788,210248.23519,-1,0,-1,0,-1,0,-1,0,FT
29985916,4,952,5907409,6163629,370196.493827,591315.16,798803.43727,1027277.82477,4.435416,1177.752916,4,5907409,227166.030303,598105.973038,5113229,9791818,16114929,5682225.812027,1879769,3469996.666667,5907409,2143306.414626,FT
29788853,4,33,5829263,6123434,397184.706667,594886.020408,791896.313466,977198.015327,4.22977,1121.560471,4,5829263,238310.824,581658.815672,5008922,9682052.333333,15889935,5600509.755375,1646076,3110434.666667,5829263,2356911.957983,FT
29939412,4,0,1389270,1422057,159251.792553,202293.141892,270504.444534,260260.978169,11.289467,2102.345898,0,1283187,88840.985163,175597.772685,5619631,6673625,7727619,1490572.60946,1010620,1146903.5,1283187,192733.974025,FT
24496332,36,18,13722090,13862503,400703.34,870032.142857,2059376.315865,2787400.803032,3.265795,1137.639709,5,13722090,310080.151899,1667288.770592,4460480,8165215.666667,14815040,5771428.64803,3051693,7286159.333333,13722090,5665613.553942,FT
28262495,7971704,7972598,20035131,20034004,14000000,14000000,8530131.036049,8528701.973244,0.212295,10.614774,255660,19778344,5652499,8531701.015499,7971704,14000000,20035131,8530131.036049,7715811,13700000,19778344,8529498.882586,FT
27889009,7570247,7568966,20035122,20035981,13800000,13800000,8813997.639143,8815510.847654,0.215139,10.756926,282781,19752341,5577801.8,8484179.544857,7570247,13800000,20035122,8813997.639143,7286185,13500000,19752341,8814903.442929,FT
28171710,23,123,6229891,6036460,852481.363636,1043395.518519,1082036.199523,1092010.20077,2.200789,205.454337,23,5779667,461831.311475,744948.124055,11395553,14000000,16519333,3623059.583308,1732986,3756326.5,5779667,2861435.576399,FT
28170813,44,24,6229889,6028991,851636.424242,971406.37931,1039107.827276,1059254.777925,2.271855,191.474772,9,5740074,447155.761905,718191.772633,10426483,13900000,17455385,4970184.268496,1278453,3509263.5,5740074,3154842.464184,FT
667312,309112,358233,309112,358233,309112,358233,0,0,5.994198,340.170715,33,358200,222437.333333,194167.411719,-1,0,-1,0,-1,0,-1,0,FT
1103119,322172,780967,346332,780967,334252,780967,17083.699804,0,4.532603,271.049633,20,434615,275779.75,190087.770878,-1,0,-1,0,-1,0,-1,0,FT
20140116,31,20,14113955,14546965,465230.488372,425621.574468,2233997.60084,2196871.513336,4.567998,1415.731667,5,13978053,221319.956044,1523399.336834,5890956,10000000,14113955,5814538.35459,4186018,9082035.5,13978053,6924014.350116,FT
29941552,87,33,6095591,6031697,315173.842105,388850.987013,752712.808487,843448.101969,5.811322,1147.03473,8,5889275,173072.554913,556337.156629,3950849,8073596,12196343,5830444.721633,3808373,4848824,5889275,1471419.915184,FT
27371031,30,53,14336106,14133473,595022.413043,933685.896552,2100896.009692,2566234.917126,2.813193,198.384927,21,13837892,360145.144737,1579973.048246,26783568,26800000,26783568,0,13837892,13800000,13837892,0,FT
24899818,4611400,4611863,19995304,19987785,12300000,12300000,10900000,10900000,0.240966,11.807315,293114,19694671,4979963.6,8407332.82128,4611400,12300000,19995304,10900000,4311230,12000000,19694671,10900000,FT
29752545,28,271,2736384,2911831,479879.758065,558107.471698,650235.919054,649584.68923,3.932437,439.256541,11,2736384,256487.456897,493069.375138,2023775,2782091.142857,3868617,633067.745277,1050145,1911770.571429,2736384,713301.69593,FT
29990909,70,231098,8738870,9045619,983184.633333,1187880.04,1552265.291199,1727876.765548,1.900576,283.91937,26,8738870,535551.946429,1169988.627098,2850862,5941836,9032810,4371297.351743,2544119,5641494.5,8738870,4380350.439862,FT
1515129,544014,482360,544014,539899,544014,511129.5,0,40686.21707,3.300049,197.342933,51144,492870,378782.25,218468.299455,-1,0,-1,0,-1,0,-1,0,FT
25505993,20023679,50,20023679,20023900,20000000,5074046,0,8493554.672559,0.313652,16.153066,50,19887916,3643713.285714,7291143.340241,1280634,8501997.666667,20023679,10100000,1280634,8331484,19887916,10100000,FT
29967937,306,42,12556561,4045160,1246261.75,870566.3,2605013.460473,1053726.623461,1.534974,93.099502,19,12556561,665954.155556,1966350.625333,1812643,5993587.4,12696256,4420080.294718,1246458,4477590.2,12556561,4649658.146073,FT
20154930,20019410,20020469,20019410,20020469,20000000,20000000,0,0,0.198463,10.022362,134461,19884949,6718310,11400000,20019410,20000000,20019410,0,19884949,19900000,19884949,0,FT
29990630,20,456,2130875,2004400,256330.017094,361329.795181,392625.994255,387265.296498,6.735437,976.671714,10,1859224,149207.114428,270522.309533,2189947,5309519.8,8624876,2797111.442766,1020601,1424673.4,1859224,308202.693821,FT
293791,293791,-1,293791,-1,293791,0,0,0,10.211341,544.604838,29,293762,146895.5,207700.596156,-1,0,-1,0,-1,0,-1,0,FT
29676753,19976717,19,19976717,1887604,20000000,72761.093596,0,208867.935715,13.781831,2010.327747,19,1887604,72737.139706,208321.821959,1657472,1830385.5,2117643,219942.112033,1521723,1690157.25,1887604,150939.139538,FT
29859864,0,0,1163309,944722,62888.675847,131541.251101,154093.217569,168192.147316,23.476329,8395.550629,0,789579,42656.948571,94192.567625,-1,0,-1,0,-1,0,-1,0,FT
29779681,0,35,1840726,1708131,96374.372168,156635.148352,235176.693884,280505.967878,16.554912,5944.724525,0,1404052,60527.806911,141859.229228,12977574,13100000,13146639,119547.007957,1155213,1279632.5,1404052,175955.744321,FT
29890286,14,4287,2137449,2239157,176865.597633,327728.211111,300142.093776,365903.690923,8.731934,3065.678261,14,1847555,114962.638462,186971.21681,7131496,9313978.5,11496461,3086496.351142,1180791,1514173,1847555,471473.34585,FT
19866445,19562833,19541209,19562833,19541209,19600000,19500000,0,0,0.201345,10.067226,303612,19237597,6622148.333333,10900000,19562833,19600000,19562833,0,19237597,19200000,19237597,0,FT
12416063,12125591,12121158,12125591,12121158,12100000,12100000,0,0,0.322163,15.786002,290472,11830686,4138687.666667,6661466.331287,12125591,12100000,12125591,0,11830686,11800000,11830686,0,FT
29759380,20016484,32,20016484,3282480,20000000,350110.352941,0,511095.548598,2.957051,163.041031,32,3282480,342061.83908,504908.041006,1283812,2812740.5,5712487,1643133.650918,1137236,1488747.5,3282480,642126.978398,FT
29760389,14,38,1141536,1142724,122953.784232,250087.302521,200401.407018,207081.588295,12.163819,4583.676645,14,1006684,82438.750693,126307.767964,1869193,1869193,1869193,0,1006684,1006684,1006684,0,FT
29816991,14,40,1317254,1317605,188368.828025,317845.526882,311797.303014,346790.001757,8.451557,3412.785683,14,976597,118792.792829,174986.581195,-1,0,-1,0,-1,0,-1,0,FT
2645924,14,54,1031652,938462,179885.692308,290875.444444,288898.189682,332223.201495,9.070555,2654.271249,14,595134,115040.173913,145597.093311,-1,0,-1,0,-1,0,-1,0,FT
29756834,14,64,1540496,1337807,159294.021622,288779.592233,271211.444922,308009.471123,9.74566,3943.867147,14,1050425,102964.823529,151731.089951,17366243,17400000,17366243,0,1050425,1050425,1050425,0,FT
2714616,24,5126,839828,682397,175333.666667,302995.25,297328.217309,241555.811601,8.104277,3104.674842,24,354443,129267.428571,133519.990491,-1,0,-1,0,-1,0,-1,0,FT
29946709,-1,48,-1,2660065,0,296502.069307,0,385298.958503,3.439443,189.135975,48,2660065,293595.186275,383208.154676,1234572,3296105.75,5787970,2173190.431734,1131881,1662837,2660065,680178.787986,FT
29376205,14,34,1024833,1045637,121774.470588,248950.889831,209751.961593,206770.623232,12.186734,4496.564481,14,1009394,82286.288515,137051.974956,22987046,23000000,22987046,0,1009394,1009394,1009394,0,FT
26173502,0,0,1046280,1249153,148022.422857,249038.778846,241421.202206,288790.593283,10.736049,3930.387305,0,775022,93476.792857,139714.211047,-1,0,-1,0,-1,0,-1,0,FT
29781892,14,46,5070276,5073516,295886.333333,556400.792453,624402.776458,780657.133389,5.170927,1592.007654,14,4779126,194652.888889,447268.516231,2665766,9764249,23530487,11900000,1537642,2717986.333333,4779126,1791271.879135,FT
17046055,16773145,16768538,16773145,16768538,16800000,16800000,0,0,0.234658,11.498262,272910,16495628,5682018.333333,9364860.961241,16773145,16800000,16773145,0,16495628,16500000,16495628,0,FT
29721940,20,400,5833083,5631298,464404.375,560790.018868,768262.389291,756179.674293,4.003776,398.829955,13,5493960,251880.847458,542668.704436,1006484,7430467.75,14412084,6333488.067107,1006458,2156658.75,5493960,2225438.611124,FT
29285629,20020275,67,20020275,20020958,20000000,944697.709677,0,3597868.720115,1.160979,63.785552,67,19882340,887443.30303,3462637.50188,1136505,5829402.2,20020275,8010634.3286,1131838,5320861.4,19882340,8176251.655347,FT
29513776,9199973,9204136,20020288,20019050,14600000,14600000,7651118.111074,7647299.027349,0.203295,10.164745,290590,19725535,5902755.2,8580773.780021,9199973,14600000,20020288,7651118.111074,8909383,14300000,19725535,7648174.425544,FT
29911253,4,48,5732541,6003097,285264.875,482648.459016,680982.280634,884592.153392,5.583183,2252.73077,4,5732541,180188.271084,505680.072511,2872350,6432906.5,16245799,6545133.545965,1042363,2496401.75,5732541,2174063.093909,FT
1732710,45,21747,981487,779674,180237.125,252207.2,330215.843251,303374.217433,8.656959,2588.43084,45,509813,123765,165485.437462,-1,0,-1,0,-1,0,-1,0,FT
29961619,3,37,5705573,5999750,282656.783019,566221.076923,650868.15893,900714.964898,5.340165,1903.53532,3,5705573,188437.855346,494638.950883,2484633,6983918.666667,15206380,7131426.187422,1068086,2663328.666667,5705573,2635703.281155,FT
2384641,20,119853,1350071,1337356,369904.5,550742.25,528286.300776,538132.528805,5.032204,1588.079715,20,1044089,216785.545455,297077.998404,1695438,1695438,1695438,0,1044089,1044089,1044089,0,FT
131273,-1,-1,-1,-1,0,0,0,0,15.235425,700.829569,131273,131273,131273,0,-1,0,-1,0,-1,0,-1,0,FT
29701875,4,18,1856702,1717544,160440.060109,216802.007299,303154.886643,284915.141877,10.841066,2645.253877,4,1717544,92529.205607,192767.469126,1665310,6421952.25,13455046,5028778.932952,1012004,1225863.5,1717544,329838.215611,FT
28560760,14,17,20005714,5609737,308975.326087,394008.117647,2165952.337651,1117281.723592,5.672118,1832.724339,14,5471504,177396.024845,744379.039535,1499961,3158414.444444,6920055,1901919.029892,1152170,2793187.777778,5471504,1689006.028874,FT
29668511,3,33,6405304,6208143,337142.170455,543385.574074,783740.282309,935855.066404,4.853631,1530.949767,3,5934038,207472.104895,552893.891477,6592862,9058197.333333,13598386,3936763.124037,1056123,3112986,5934038,2527153.00439,FT
14629259,14355225,14352825,14355225,14352825,14400000,14400000,0,0,0.273425,13.671232,274034,14078791,4876419.666667,7969487.440069,14355225,14400000,14355225,0,14078791,14100000,14078791,0,FT
29648953,19,34,6405300,6205897,285086.086538,488913.271186,729030.57418,924584.731932,5.565121,1656.618364,19,5969075,180786.29878,533701.042277,4414362,8864834.333333,13598376,4598545.908617,2103378,3410875.666667,5969075,2215647.606955,FT
29414896,0,22,5190185,4881565,168471.385057,210106.4,474867.419238,465818.58834,10.742856,2297.917355,0,4881565,93380.622222,322157.705593,8280106,8641162,9002218,510610.291975,1185807,3033686,4881565,2613295.543424,FT
26785505,15,18,8638460,8639908,180983.141892,434584.442623,1114696.429307,1636527.700599,7.877395,3121.315055,15,8502544,127550.02381,880524.853937,1267800,6423087.25,10409276,4090676.202034,1130436,5700143.5,8502544,3392356.073815,FT
25239826,4984925,4984385,20016569,20021466,12500000,12500000,10600000,10600000,0.23772,11.885977,233435,19783134,5047965.2,8466111.737458,4984925,12500000,20016569,10600000,4750950,12300000,19783134,10600000,FT
29681180,4,77,2349702,2355024,229909.417323,390541.842105,368129.659536,457643.623473,6.906733,2077.713891,4,1879116,145495.980392,219282.070263,5592619,5592619,5592619,0,1879116,1879116,1879116,0,FT
2543138,19,50925,805174,606627,158998.076923,316620.571429,254315.294775,203183.91753,8.65073,2737.562806,19,476560,121101.809524,135129.8322,-1,0,-1,0,-1,0,-1,0,FT
29980304,5,36,1038630,1072556,212401.115942,365613.463415,314532.28428,370531.895981,7.404862,2222.359053,5,645713,135657.484163,180670.802278,-1,0,-1,0,-1,0,-1,0,FT
2548762,20,2774,964410,1111516,177222.928571,312111,280326.057329,368921.050645,9.416336,3173.697662,20,717554,110815.73913,165485.936515,-1,0,-1,0,-1,0,-1,0,FT
171532,-1,-1,-1,-1,0,0,0,0,11.659632,536.343073,171532,171532,171532,0,-1,0,-1,0,-1,0,-1,0,FT
29974836,4,18,1460222,1453857,114765.476923,182773.390244,202297.990641,206601.195812,14.211921,3689.461387,1,1318347,70529.025882,126344.009579,27598231,27600000,27598231,0,1318347,1318347,1318347,0,FT
27990109,20003334,18,20003334,2274314,20000000,178469.557692,0,344020.016803,5.680578,943.261779,18,2274314,177152.588608,339291.025063,1194160,3333889,6796102,2579486.605163,1194121,1566725.833333,2274314,415466.698314,FT
29928859,19,2928,1621044,1619349,272734.157407,449341.621212,358026.903454,371186.670939,5.880612,1608.848503,19,1340579,171022.051429,206600.439045,11557415,11600000,11557415,0,1340579,1340579,1340579,0,FT
29596482,28,65,1455610,1424870,365388.666667,553698.396226,398545.600217,378968.442915,4.595141,1010.626871,20,1176138,219233.2,223356.76951,4065678,4264513,4463348,281195.153673,1013339,1094738.5,1176138,115116.276866,FT
27137984,30,33,2318979,1961982,298219.604396,367812.30137,381371.623235,294046.889266,6.116888,980.323373,0,1961982,164472.630303,235598.043036,27116773,27100000,27116773,0,1961982,1961982,1961982,0,FT
29900116,9660076,9655729,19962048,19961410,14800000,14800000,7284594.260794,7287216.919845,0.200668,10.033406,277992,19683418,5980023.2,8613920.893927,9660076,14800000,19962048,7284594.260794,9377099,14500000,19683418,7287668.053972,FT
22484641,2273478,2271476,19962043,19964155,11100000,11100000,12500000,12500000,0.266849,13.075592,247008,19715035,4496928.2,8541872.441992,2273478,11100000,19962043,12500000,2024468,10900000,19715035,12500000,FT
29875098,0,17,9335347,12664101,62555.865625,197753.203252,634204.976791,1275104.914145,14.895349,5891.060173,0,9201112,67286.256757,608788.546247,1772808,4979183,9335347,3085421.336638,1401111,4524325.333333,9201112,2927465.682903,FT
29637495,3,34,7116710,6914191,284975.913462,483328.933333,759077.330978,934167.344789,5.601013,1913.657008,3,6640809,179621.181818,544502.780014,9302195,12300000,15363580,4286046.436882,1295624,3968216.5,6640809,3779616.560196,FT
2318509,72,286344,1028966,1023248,516577.5,560232.75,421189.329126,324662.571384,4.313117,702.175407,72,552557,257612.111111,197881.920738,-1,0,-1,0,-1,0,-1,0,FT
22341,-1,-1,-1,-1,0,0,0,0,89.521508,4117.989347,22341,22341,22341,0,-1,0,-1,0,-1,0,-1,0,FT
29974786,5,34,7116396,6927218,262936.719298,438477.454545,725434.313701,891058.539803,6.07177,2000.848313,5,6661268,165606.552486,520999.907031,5835147,6989021.5,8142896,1631824.967176,1053993,3857630.5,6661268,3964942.176478,FT
2482701,20,34,972599,973746,203648.272727,372465.333333,380476.029979,395184.078932,7.652955,1930.155907,20,520432,137927.833333,184689.795489,-1,0,-1,0,-1,0,-1,0,FT
5696,-1,-1,-1,-1,0,0,0,0,351.123596,16151.685393,5696,5696,5696,0,-1,0,-1,0,-1,0,-1,0,FT
29857652,0,18,1028905,812502,97451.428105,136786.573394,183030.206585,184869.422656,17.616924,4158.397988,0,796512,56871.718095,113293.999409,-1,0,-1,0,-1,0,-1,0,FT
29969966,-1,19,-1,3009958,0,198476.596026,0,436392.144818,5.105111,1644.146009,19,3009958,197170.828947,435207.855979,1207283,3653621.625,11701744,3417557.890524,1054165,1757203,3009958,705743.831688,FT
29982682,17,35,2455714,2400392,142098.018957,266180.836364,279561.727824,341602.417182,10.772885,2583.758184,17,2160262,93113.919255,184674.878012,23637534,23600000,23637534,0,2160262,2160262,2160262,0,FT
29385018,0,91,1402747,1402096,193322.486842,310079.06383,263225.277094,288193.06686,8.439675,1659.042714,0,1266498,118967.684211,187963.965098,9054811,9054811,9054811,0,1266498,1266498,1266498,0,FT
29776015,17,10588,1780003,1980324,296034.414141,461262.234375,356276.557883,349348.372157,5.541373,1242.74521,17,1513893,181561.067073,201913.355202,16548541,16500000,16548541,0,1513893,1513893,1513893,0,FT
27533189,7303683,7306296,19990533,19989724,13600000,13600000,8970957.666896,8968537.947491,0.217919,10.678022,237169,19750751,5506637.8,8493870.415056,7303683,13600000,19990533,8970957.666896,7066514,13400000,19750751,8969109.996877,FT
12749781,12497457,12498874,12497457,12498874,12500000,12500000,0,0,0.313731,15.686544,250907,12246550,4249927,6925278.698729,12497457,12500000,12497457,0,12246550,12200000,12246550,0,FT
29996887,31,52642,5344930,5272852,525029.181818,779674.702703,856952.187325,950107.223184,3.133659,752.578093,31,5032581,322547.172043,626139.161472,1120282,5999377.4,17497635,6806327.038511,1120282,2334770.8,5032581,1658837.465841,FT
1811991,1017389,796678,1017389,1015313,1017389,905995.5,0,154598.291101,2.759396,165.563736,72141,724537,452997.75,325085.902829,-1,0,-1,0,-1,0,-1,0,FT
165209,-1,-1,-1,-1,0,0,0,0,12.105878,556.870388,165209,165209,165209,0,-1,0,-1,0,-1,0,-1,0,FT
29925758,19997576,43,19997576,12504809,20000000,680130.863636,0,1914485.90456,1.570553,517.313546,43,12369150,650559.956522,1855872.843271,1137350,3723762.375,12369150,3696406.494902,1005940,2866984.5,12369150,3886854.992476,FT
27227865,46,15396,7169389,7305792,648282.5,794936.176471,1168120.233072,1266745.230922,2.864712,215.000331,17,7169389,353608.636364,889148.815614,4187598,6773482.75,8503543,1831931.386787,1046491,3032953,7169389,2884863.55343,FT
29850855,5,821,5858390,5861978,523658.824561,819265.666667,1017596.37752,1233987.733548,3.182488,813.712036,5,5600328,317562.287234,763059.100672,1447076,4713719.833333,9532345,2759716.144456,1041548,2645516.333333,5600328,1784827.192208,FT
2418505,9,1619,799123,600398,140990.666667,201542.083333,240655.372061,182861.172292,10.750443,3843.283351,9,429620,96740.2,127928.199143,-1,0,-1,0,-1,0,-1,0,FT
29511399,0,5,3826417,4142540,263454.405405,317853.304348,487089.513768,551534.186417,6.946468,1586.607263,0,3826417,144663.720588,334087.207429,4140284,9384396.666667,17489925,7119972.150248,1260396,2144824.666667,3826417,1456955.173195,FT
29727196,15,18,15815322,15661164,833535.166667,657612.044444,3264334.789532,2382075.922879,2.388385,977.152369,15,15526963,424674.228571,1905748.287219,1509780,4815512.833333,16625773,5821254.002934,1202806,4136917,15526963,5630718.671282,FT
29977307,20,46,1035603,1020615,198524.927152,262958.394737,302570.71686,247035.029661,8.906737,1284.138031,9,1020589,112696.642857,191126.047334,22822127,22800000,22822127,0,1020589,1020589,1020589,0,FT
29890575,17,24694,1276704,1472465,328467.857143,523060.160714,370866.22919,390868.345561,4.984849,859.267512,17,1010909,201963.344595,207661.795989,18830499,18800000,18830499,0,1010909,1010909,1010909,0,FT
25168421,4888213,4886199,20004831,20012187,12400000,12400000,10700000,10700000,0.238394,11.919699,268021,19736810,5033684.2,8432080.712062,4888213,12400000,20004831,10700000,4618178,12200000,19736810,10700000,FT
29962467,19,38,1458499,1456538,475594.714286,491782.483333,434991.171724,437984.831569,4.171886,515.578373,10,1187001,241632.798387,259248.455621,4182629,4182629,4182629,0,1187001,1187001,1187001,0,FT
2011291,1047194,974983,1047194,1036308,1047194,1005645.5,0,43363.323345,2.485965,149.157929,197733,777250,502822.75,312023.809855,-1,0,-1,0,-1,0,-1,0,FT
282804,282804,-1,282804,-1,282804,0,0,0,7.072036,367.745859,282804,282804,282804,0,-1,0,-1,0,-1,0,-1,0,FT
967988,967988,-1,967988,-1,967988,0,0,0,2.066141,148.762175,967988,967988,967988,0,-1,0,-1,0,-1,0,-1,0,FT
29982656,9732017,9732238,19983893,19983011,14900000,14900000,7249171.039484,7248391.100704,0.200116,9.805669,266746,19716265,5996531.2,8641937.001014,9732017,14900000,19983893,7249171.039484,9464610,14600000,19716265,7249014.768885,FT
